matricula_funcionario;Nombre Funcionario;Cargo;codigo_tienda;nombre_tienda;codigo_producto;descripcion_producto;Categoria;precio_costo;valor_unitario;cantidad;comision;dt_venta;dt_entrega
123456999;Felipe Mariño;Vendedor;CL003;Filial SP;10013;Fogón;Electrodomésticos;210,9;404,1;2;;23/03/19 16:42;30/03/19 12:42
123456999;Felipe Mariño;Vendedor;CL003;Filial SP;10020;Impresora;Electrónicos;329,9;674,1;2;;24/10/19 9:40;24/10/19 12:56
123456999;Felipe Mariño;Vendedor;CL003;Filial SP;10003;Televisor;Electrodomésticos;1400,9;2279,99;2;;16/09/19 17:17;20/09/19 13:23
123456999;Felipe Mariño;Vendedor;CL003;Filial SP;10010;Freidora eléctrica;Cocina;187,9;340;2;;29/03/19 10:37;29/03/19 11:06
123456999;Felipe Mariño;Vendedor;CL003;Filial SP;10007;Batidora;Cocina;49,9;95,9;2;;11/05/19 9:52;11/05/19 15:21
123456999;Felipe Mariño;Vendedor;CL003;Filial SP;10014;Heladera;Electrodomésticos;699,9;1346,9;2;;17/03/20 14:23;23/03/20 14:37
123456999;Felipe Mariño;Vendedor;CL003;Filial SP;10003;Televisor;Electrodomésticos;1400,9;2279,99;2;;14/07/19 14:39;18/07/19 15:37
123456999;Felipe Mariño;Vendedor;CL003;Filial SP;10003;Televisor;Electrodomésticos;1400,9;2279,99;2;;16/04/19 17:44;22/04/19 12:04
123456999;Felipe Mariño;Vendedor;CL003;Filial SP;10014;Heladera;Electrodomésticos;699,9;1346,9;2;;5/12/19 17:38;11/12/19 10:47
123456999;Felipe Mariño;Vendedor;CL003;Filial SP;10019;Sofá;Casa;789,9;1399;2;;26/05/19 16:34;28/05/19 13:35
123456999;Felipe Mariño;Vendedor;CL003;Filial SP;10011;Licuadora;Cocina;59,9;142,4;2;;10/06/20 15:34;11/06/20 13:59
123456999;Felipe Mariño;Vendedor;CL003;Filial SP;10013;Fogón;Electrodomésticos;210,9;404,1;2;;21/03/19 15:58;28/03/19 9:44
123456999;Felipe Mariño;Vendedor;CL003;Filial SP;10004;Máquina de lavar ropa;Electrodomésticos;1099;1709,1;2;0,07;16/09/19 14:46;20/09/19 9:22
123456999;Felipe Mariño;Vendedor;CL003;Filial SP;10005;Notebook;Electrónicos;2299,9;3199;2;;25/11/19 16:28;26/11/19 13:42
123456999;Felipe Mariño;Vendedor;CL003;Filial SP;10018;Colchón;Casa;109,9;249,9;2;;28/09/19 12:02;28/09/19 14:06
123456999;Felipe Mariño;Vendedor;CL003;Filial SP;10010;Freidora eléctrica;Cocina;187,9;340;2;;1/11/19 11:05;1/11/19 13:45
123456999;Felipe Mariño;Vendedor;CL003;Filial SP;10018;Colchón;Casa;109,9;249,9;2;;1/11/20 11:48;1/11/20 12:31
123456999;Felipe Mariño;Vendedor;CL003;Filial SP;10018;Colchón;Casa;109,9;249,9;2;;23/06/20 10:47;23/06/20 15:56
123456999;Felipe Mariño;Vendedor;CL003;Filial SP;10010;Freidora eléctrica;Cocina;187,9;340;2;;1/04/20 16:50;2/04/20 15:20
123456999;Felipe Mariño;Vendedor;CL003;Filial SP;10010;Freidora eléctrica;Cocina;187,9;340;2;;27/01/20 17:32;28/01/20 16:20
123456999;Felipe Mariño;Vendedor;CL003;Filial SP;10003;Televisor;Electrodomésticos;1400,9;2279,99;2;;13/07/20 15:57;17/07/20 15:48
123456999;Felipe Mariño;Vendedor;CL003;Filial SP;10003;Televisor;Electrodomésticos;1400,9;2279,99;2;;22/12/19 13:18;26/12/19 16:18
123456999;Felipe Mariño;Vendedor;CL003;Filial SP;10003;Televisor;Electrodomésticos;1400,9;2279,99;2;;16/02/20 16:12;19/02/20 11:21
123456999;Felipe Mariño;Vendedor;CL003;Filial SP;10012;Procesador de alimentos;Cocina;110;189,9;2;;2/07/20 12:27;2/07/20 16:27
123456999;Felipe Mariño;Vendedor;CL003;Filial SP;10004;Máquina de lavar ropa;Electrodomésticos;1099;1709,1;2;0,07;31/05/19 14:14;3/06/19 10:17
123456999;Felipe Mariño;Vendedor;CL003;Filial SP;10013;Fogón;Electrodomésticos;210,9;404,1;2;;5/12/19 14:57;12/12/19 13:12
123456999;Felipe Mariño;Vendedor;CL003;Filial SP;10009;Plancha;Casa;27,9;55,9;2;;21/06/19 10:21;21/06/19 10:31
123456999;Felipe Mariño;Vendedor;CL003;Filial SP;10016;Guarda Ropa;Casa;489,9;999;2;;25/03/19 13:01;31/03/19 13:46
123456999;Felipe Mariño;Vendedor;CL003;Filial SP;10002;Tablet;Electrónicos;799;1424,91;2;;10/12/20 11:41;10/12/20 15:53
123456999;Felipe Mariño;Vendedor;CL003;Filial SP;10006;Aspiradora de piso;Casa;88,9;189,9;2;;15/01/19 12:15;15/01/19 16:14
123456999;Felipe Mariño;Vendedor;CL003;Filial SP;10005;Notebook;Electrónicos;2299,9;3199;2;;14/12/19 13:44;15/12/19 9:06
123456999;Felipe Mariño;Vendedor;CL003;Filial SP;10005;Notebook;Electrónicos;2299,9;3199;2;;31/05/20 17:46;1/06/20 15:56
123456999;Felipe Mariño;Vendedor;CL003;Filial SP;10011;Licuadora;Cocina;59,9;142,4;3;;4/02/19 13:45;4/02/19 16:26
123456999;Felipe Mariño;Vendedor;CL003;Filial SP;10014;Heladera;Electrodomésticos;699,9;1346,9;3;;4/07/19 9:50;10/07/19 14:18
123456999;Felipe Mariño;Vendedor;CL003;Filial SP;10004;Máquina de lavar ropa;Electrodomésticos;1099;1709,1;3;0,09;10/08/19 16:08;13/08/19 14:12
123456999;Felipe Mariño;Vendedor;CL003;Filial SP;10001;Smartphone;Electrónicos;899,9;1676,9;3;;21/02/20 14:19;22/02/20 10:54
123456999;Felipe Mariño;Vendedor;CL003;Filial SP;10015;Microondas;Electrodomésticos;189;364,5;3;;30/03/19 11:14;31/03/19 10:21
123456999;Felipe Mariño;Vendedor;CL003;Filial SP;10013;Fogón;Electrodomésticos;210,9;404,1;3;;4/03/20 9:11;8/03/20 11:48
123456999;Felipe Mariño;Vendedor;CL003;Filial SP;10019;Sofá;Casa;789,9;1399;3;;18/12/20 10:37;24/12/20 14:54
123456999;Felipe Mariño;Vendedor;CL003;Filial SP;10018;Colchón;Casa;109,9;249,9;3;;29/05/19 9:49;29/05/19 15:00
123456999;Felipe Mariño;Vendedor;CL003;Filial SP;10010;Freidora eléctrica;Cocina;187,9;340;3;;5/02/20 13:13;6/02/20 9:03
123456999;Felipe Mariño;Vendedor;CL003;Filial SP;10011;Licuadora;Cocina;59,9;142,4;3;;13/08/20 9:15;13/08/20 15:05
123456999;Felipe Mariño;Vendedor;CL003;Filial SP;10015;Microondas;Electrodomésticos;189;364,5;3;;28/10/20 13:41;29/10/20 9:30
123456999;Felipe Mariño;Vendedor;CL003;Filial SP;10013;Fogón;Electrodomésticos;210,9;404,1;3;;10/11/20 15:19;14/11/20 14:02
123456999;Felipe Mariño;Vendedor;CL003;Filial SP;10008;Cafetera;Cocina;159,9;284,9;3;;27/09/20 10:59;27/09/20 15:26
123456999;Felipe Mariño;Vendedor;CL003;Filial SP;10015;Microondas;Electrodomésticos;189;364,5;3;;27/03/19 14:04;28/03/19 11:33
123456999;Felipe Mariño;Vendedor;CL003;Filial SP;10006;Aspiradora de piso;Casa;88,9;189,9;3;;9/02/20 10:36;10/02/20 10:27
123456999;Felipe Mariño;Vendedor;CL003;Filial SP;10016;Guarda Ropa;Casa;489,9;999;3;;9/09/19 11:08;16/09/19 11:31
123456999;Felipe Mariño;Vendedor;CL003;Filial SP;10007;Batidora;Cocina;49,9;95,9;3;;16/07/19 16:57;17/07/19 14:55
123456999;Felipe Mariño;Vendedor;CL003;Filial SP;10003;Televisor;Electrodomésticos;1400,9;2279,99;3;;5/03/19 14:10;8/03/19 16:39
123456999;Felipe Mariño;Vendedor;CL003;Filial SP;10014;Heladera;Electrodomésticos;699,9;1346,9;3;;13/06/19 14:27;16/06/19 16:38
123456999;Felipe Mariño;Vendedor;CL003;Filial SP;10005;Notebook;Electrónicos;2299,9;3199;3;;21/01/19 17:42;22/01/19 13:50
123456999;Felipe Mariño;Vendedor;CL003;Filial SP;10008;Cafetera;Cocina;159,9;284,9;3;;21/08/20 11:43;22/08/20 10:35
123456999;Felipe Mariño;Vendedor;CL003;Filial SP;10012;Procesador de alimentos;Cocina;110;189,9;3;;5/08/20 16:16;6/08/20 10:34
123456999;Felipe Mariño;Vendedor;CL003;Filial SP;10019;Sofá;Casa;789,9;1399;3;;12/03/19 16:50;14/03/19 12:58
123456999;Felipe Mariño;Vendedor;CL003;Filial SP;10020;Impresora;Electrónicos;329,9;674,1;3;;19/05/19 15:04;20/05/19 11:26
123456999;Felipe Mariño;Vendedor;CL003;Filial SP;10003;Televisor;Electrodomésticos;1400,9;2279,99;3;;6/05/19 10:09;11/05/19 14:41
123456999;Felipe Mariño;Vendedor;CL003;Filial SP;10013;Fogón;Electrodomésticos;210,9;404,1;3;;25/08/20 10:04;31/08/20 16:39
123456999;Felipe Mariño;Vendedor;CL003;Filial SP;10008;Cafetera;Cocina;159,9;284,9;3;;30/11/20 9:22;30/11/20 12:42
123456999;Felipe Mariño;Vendedor;CL003;Filial SP;10001;Smartphone;Electrónicos;899,9;1676,9;3;;18/07/20 11:57;18/07/20 15:21
123456999;Felipe Mariño;Vendedor;CL003;Filial SP;10016;Guarda Ropa;Casa;489,9;999;3;;30/08/20 10:34;2/09/20 9:04
123456999;Felipe Mariño;Vendedor;CL003;Filial SP;10011;Licuadora;Cocina;59,9;142,4;3;;13/12/19 17:31;14/12/19 16:45
123456999;Felipe Mariño;Vendedor;CL003;Filial SP;10011;Licuadora;Cocina;59,9;142,4;3;;27/07/19 15:38;28/07/19 10:28
123456999;Felipe Mariño;Vendedor;CL003;Filial SP;10006;Aspiradora de piso;Casa;88,9;189,9;3;;3/11/20 9:24;3/11/20 9:49
123456999;Felipe Mariño;Vendedor;CL003;Filial SP;10015;Microondas;Electrodomésticos;189;364,5;3;;11/03/20 12:52;12/03/20 10:43
123456999;Felipe Mariño;Vendedor;CL003;Filial SP;10018;Colchón;Casa;109,9;249,9;3;;28/07/19 9:12;28/07/19 11:40
123456999;Felipe Mariño;Vendedor;CL003;Filial SP;10018;Colchón;Casa;109,9;249,9;3;;8/09/20 17:12;9/09/20 10:18
123456999;Felipe Mariño;Vendedor;CL003;Filial SP;10010;Freidora eléctrica;Cocina;187,9;340;3;;21/09/19 15:58;22/09/19 13:34
123456999;Felipe Mariño;Vendedor;CL003;Filial SP;10015;Microondas;Electrodomésticos;189;364,5;3;;2/01/20 14:33;3/01/20 10:20
123456999;Felipe Mariño;Vendedor;CL003;Filial SP;10014;Heladera;Electrodomésticos;699,9;1346,9;3;;7/01/19 16:57;14/01/19 12:28
123456999;Felipe Mariño;Vendedor;CL003;Filial SP;10014;Heladera;Electrodomésticos;699,9;1346,9;3;;30/09/19 10:41;3/10/19 17:10
123456999;Felipe Mariño;Vendedor;CL003;Filial SP;10010;Freidora eléctrica;Cocina;187,9;340;3;;21/05/19 15:24;22/05/19 13:50
123456999;Felipe Mariño;Vendedor;CL003;Filial SP;10001;Smartphone;Electrónicos;899,9;1676,9;3;;9/02/19 11:15;9/02/19 16:19
123456999;Felipe Mariño;Vendedor;CL003;Filial SP;10014;Heladera;Electrodomésticos;699,9;1346,9;3;;29/07/19 14:12;3/08/19 15:23
123456999;Felipe Mariño;Vendedor;CL003;Filial SP;10017;Cama Box;Casa;1189,9;1899,5;3;;17/02/19 14:03;19/02/19 10:29
123456999;Felipe Mariño;Vendedor;CL003;Filial SP;10009;Plancha;Casa;27,9;55,9;3;;24/11/19 16:00;25/11/19 15:33
123456999;Felipe Mariño;Vendedor;CL003;Filial SP;10006;Aspiradora de piso;Casa;88,9;189,9;3;;27/01/20 11:53;28/01/20 9:10
123456999;Felipe Mariño;Vendedor;CL003;Filial SP;10009;Plancha;Casa;27,9;55,9;3;;20/07/19 16:04;21/07/19 11:57
123456999;Felipe Mariño;Vendedor;CL003;Filial SP;10018;Colchón;Casa;109,9;249,9;3;;2/10/19 13:11;2/10/19 15:15
123456999;Felipe Mariño;Vendedor;CL003;Filial SP;10002;Tablet;Electrónicos;799;1424,91;3;;30/10/19 12:01;31/10/19 9:21
123456999;Felipe Mariño;Vendedor;CL003;Filial SP;10020;Impresora;Electrónicos;329,9;674,1;3;;5/11/19 13:49;5/11/19 17:23
123456999;Felipe Mariño;Vendedor;CL003;Filial SP;10006;Aspiradora de piso;Casa;88,9;189,9;3;;27/08/20 15:56;28/08/20 12:34
123456999;Felipe Mariño;Vendedor;CL003;Filial SP;10018;Colchón;Casa;109,9;249,9;3;;7/04/20 13:32;7/04/20 14:37
123456999;Felipe Mariño;Vendedor;CL003;Filial SP;10020;Impresora;Electrónicos;329,9;674,1;3;;2/09/19 17:03;3/09/19 14:38
123456999;Felipe Mariño;Vendedor;CL003;Filial SP;10006;Aspiradora de piso;Casa;88,9;189,9;3;;14/10/20 17:41;15/10/20 10:08
123456999;Felipe Mariño;Vendedor;CL003;Filial SP;10007;Batidora;Cocina;49,9;95,9;3;;3/09/20 15:30;4/09/20 10:50
123456999;Felipe Mariño;Vendedor;CL003;Filial SP;10011;Licuadora;Cocina;59,9;142,4;3;;24/06/19 15:57;24/06/19 16:19
123456999;Felipe Mariño;Vendedor;CL003;Filial SP;10016;Guarda Ropa;Casa;489,9;999;3;;23/04/19 14:08;27/04/19 14:47
123456999;Felipe Mariño;Vendedor;CL003;Filial SP;10017;Cama Box;Casa;1189,9;1899,5;3;;1/02/19 13:21;4/02/19 17:02
123456999;Felipe Mariño;Vendedor;CL003;Filial SP;10014;Heladera;Electrodomésticos;699,9;1346,9;3;;30/08/20 9:06;2/09/20 15:04
123456999;Felipe Mariño;Vendedor;CL003;Filial SP;10002;Tablet;Electrónicos;799;1424,91;3;;27/03/20 11:28;27/03/20 13:26
123456999;Felipe Mariño;Vendedor;CL003;Filial SP;10020;Impresora;Electrónicos;329,9;674,1;3;;26/04/20 16:36;27/04/20 11:27
123456999;Felipe Mariño;Vendedor;CL003;Filial SP;10015;Microondas;Electrodomésticos;189;364,5;3;;24/02/19 17:29;25/02/19 13:05
123456999;Felipe Mariño;Vendedor;CL003;Filial SP;10015;Microondas;Electrodomésticos;189;364,5;3;;3/09/19 12:17;4/09/19 10:13
123456999;Felipe Mariño;Vendedor;CL003;Filial SP;10001;Smartphone;Electrónicos;899,9;1676,9;3;;8/03/19 12:51;8/03/19 16:15
123456999;Felipe Mariño;Vendedor;CL003;Filial SP;10020;Impresora;Electrónicos;329,9;674,1;3;;27/01/19 13:05;28/01/19 11:03
123456999;Felipe Mariño;Vendedor;CL003;Filial SP;10003;Televisor;Electrodomésticos;1400,9;2279,99;3;;17/04/20 12:28;23/04/20 13:59
123456999;Felipe Mariño;Vendedor;CL003;Filial SP;10001;Smartphone;Electrónicos;899,9;1676,9;3;;19/04/20 10:22;19/04/20 17:16
123456999;Felipe Mariño;Vendedor;CL003;Filial SP;10015;Microondas;Electrodomésticos;189;364,5;3;;8/05/19 12:47;8/05/19 17:33
123456999;Felipe Mariño;Vendedor;CL003;Filial SP;10008;Cafetera;Cocina;159,9;284,9;3;;27/02/19 15:17;27/02/19 17:17
123456999;Felipe Mariño;Vendedor;CL003;Filial SP;10015;Microondas;Electrodomésticos;189;364,5;3;;31/10/19 16:48;1/11/19 13:27
123456999;Felipe Mariño;Vendedor;CL003;Filial SP;10002;Tablet;Electrónicos;799;1424,91;3;;25/09/20 11:49;25/09/20 16:20
123456999;Felipe Mariño;Vendedor;CL003;Filial SP;10010;Freidora eléctrica;Cocina;187,9;340;3;;3/01/19 17:09;4/01/19 14:53
123456999;Felipe Mariño;Vendedor;CL003;Filial SP;10004;Máquina de lavar ropa;Electrodomésticos;1099;1709,1;3;0,09;10/06/19 14:28;15/06/19 15:22
123456999;Felipe Mariño;Vendedor;CL003;Filial SP;10004;Máquina de lavar ropa;Electrodomésticos;1099;1709,1;3;0,09;11/05/19 17:24;16/05/19 15:57
123456999;Felipe Mariño;Vendedor;CL003;Filial SP;10004;Máquina de lavar ropa;Electrodomésticos;1099;1709,1;3;0,09;22/11/19 10:33;25/11/19 10:50
123456777;Marcos Coelho;Vendedor;CL003;Filial SP;10018;Colchón;Casa;109,9;249,9;1;;4/11/19 9:12;4/11/19 11:54
123456777;Marcos Coelho;Vendedor;CL003;Filial SP;10019;Sofá;Casa;789,9;1399;1;;20/12/20 14:28;25/12/20 10:25
123456777;Marcos Coelho;Vendedor;CL003;Filial SP;10001;Smartphone;Electrónicos;899,9;1676,9;1;;25/06/20 13:12;26/06/20 11:33
123456777;Marcos Coelho;Vendedor;CL003;Filial SP;10007;Batidora;Cocina;49,9;95,9;1;;16/10/19 14:07;16/10/19 16:39
123456777;Marcos Coelho;Vendedor;CL003;Filial SP;10002;Tablet;Electrónicos;799;1424,91;1;;27/10/19 9:11;27/10/19 17:37
123456777;Marcos Coelho;Vendedor;CL003;Filial SP;10017;Cama Box;Casa;1189,9;1899,5;1;;5/10/19 15:26;7/10/19 9:19
123456777;Marcos Coelho;Vendedor;CL003;Filial SP;10001;Smartphone;Electrónicos;899,9;1676,9;1;;22/03/20 16:12;23/03/20 15:38
123456777;Marcos Coelho;Vendedor;CL003;Filial SP;10011;Licuadora;Cocina;59,9;142,4;1;;29/11/20 17:41;30/11/20 12:45
123456777;Marcos Coelho;Vendedor;CL003;Filial SP;10001;Smartphone;Electrónicos;899,9;1676,9;1;;8/12/19 14:29;9/12/19 10:55
123456777;Marcos Coelho;Vendedor;CL003;Filial SP;10014;Heladera;Electrodomésticos;699,9;1346,9;1;;16/08/19 16:44;20/08/19 15:55
123456777;Marcos Coelho;Vendedor;CL003;Filial SP;10016;Guarda Ropa;Casa;489,9;999;1;;20/09/19 13:34;23/09/19 16:49
123456777;Marcos Coelho;Vendedor;CL003;Filial SP;10002;Tablet;Electrónicos;799;1424,91;1;;16/03/20 14:09;16/03/20 15:24
123456777;Marcos Coelho;Vendedor;CL003;Filial SP;10005;Notebook;Electrónicos;2299,9;3199;1;;8/02/19 9:21;8/02/19 14:02
123456777;Marcos Coelho;Vendedor;CL003;Filial SP;10020;Impresora;Electrónicos;329,9;674,1;1;;23/12/19 17:24;24/12/19 10:23
123456777;Marcos Coelho;Vendedor;CL003;Filial SP;10017;Cama Box;Casa;1189,9;1899,5;1;;31/03/19 12:07;5/04/19 13:25
123456777;Marcos Coelho;Vendedor;CL003;Filial SP;10015;Microondas;Electrodomésticos;189;364,5;1;;8/10/20 14:23;9/10/20 9:25
123456777;Marcos Coelho;Vendedor;CL003;Filial SP;10015;Microondas;Electrodomésticos;189;364,5;1;;5/07/20 12:54;6/07/20 10:05
123456777;Marcos Coelho;Vendedor;CL003;Filial SP;10010;Freidora eléctrica;Cocina;187,9;340;1;;24/09/19 17:57;25/09/19 9:23
123456777;Marcos Coelho;Vendedor;CL003;Filial SP;10019;Sofá;Casa;789,9;1399;1;;31/08/19 17:00;7/09/19 9:36
123456777;Marcos Coelho;Vendedor;CL003;Filial SP;10016;Guarda Ropa;Casa;489,9;999;1;;5/02/19 9:54;8/02/19 15:10
123456777;Marcos Coelho;Vendedor;CL003;Filial SP;10016;Guarda Ropa;Casa;489,9;999;1;;1/07/19 14:45;3/07/19 16:42
123456777;Marcos Coelho;Vendedor;CL003;Filial SP;10018;Colchón;Casa;109,9;249,9;1;;16/01/20 17:57;17/01/20 11:09
123456777;Marcos Coelho;Vendedor;CL003;Filial SP;10012;Procesador de alimentos;Cocina;110;189,9;1;;8/05/20 13:44;9/05/20 9:43
123456777;Marcos Coelho;Vendedor;CL003;Filial SP;10001;Smartphone;Electrónicos;899,9;1676,9;1;;16/07/20 15:27;17/07/20 9:02
123456777;Marcos Coelho;Vendedor;CL003;Filial SP;10011;Licuadora;Cocina;59,9;142,4;1;;23/04/20 11:14;23/04/20 13:26
123456777;Marcos Coelho;Vendedor;CL003;Filial SP;10006;Aspiradora de piso;Casa;88,9;189,9;1;;23/01/19 11:47;24/01/19 10:30
123456777;Marcos Coelho;Vendedor;CL003;Filial SP;10005;Notebook;Electrónicos;2299,9;3199;1;;14/03/20 10:47;14/03/20 11:52
123456777;Marcos Coelho;Vendedor;CL003;Filial SP;10001;Smartphone;Electrónicos;899,9;1676,9;1;;27/08/20 9:09;27/08/20 12:37
123456777;Marcos Coelho;Vendedor;CL003;Filial SP;10020;Impresora;Electrónicos;329,9;674,1;1;;18/12/19 13:54;19/12/19 12:36
123456777;Marcos Coelho;Vendedor;CL003;Filial SP;10003;Televisor;Electrodomésticos;1400,9;2279,99;1;;18/06/19 17:00;23/06/19 13:52
123456777;Marcos Coelho;Vendedor;CL003;Filial SP;10001;Smartphone;Electrónicos;899,9;1676,9;1;;13/10/19 16:23;14/10/19 10:14
123456777;Marcos Coelho;Vendedor;CL003;Filial SP;10008;Cafetera;Cocina;159,9;284,9;1;;14/01/20 17:51;15/01/20 16:00
123456777;Marcos Coelho;Vendedor;CL003;Filial SP;10016;Guarda Ropa;Casa;489,9;999;1;;5/08/20 12:57;9/08/20 17:26
123456777;Marcos Coelho;Vendedor;CL003;Filial SP;10011;Licuadora;Cocina;59,9;142,4;1;;10/09/19 11:55;11/09/19 11:26
123456777;Marcos Coelho;Vendedor;CL003;Filial SP;10019;Sofá;Casa;789,9;1399;1;;11/10/19 15:26;17/10/19 16:49
123456777;Marcos Coelho;Vendedor;CL003;Filial SP;10002;Tablet;Electrónicos;799;1424,91;1;;16/12/19 12:49;17/12/19 9:22
123456777;Marcos Coelho;Vendedor;CL003;Filial SP;10002;Tablet;Electrónicos;799;1424,91;1;;25/12/19 14:56;25/12/19 17:48
123456777;Marcos Coelho;Vendedor;CL003;Filial SP;10003;Televisor;Electrodomésticos;1400,9;2279,99;1;;22/06/20 14:53;24/06/20 15:51
123456777;Marcos Coelho;Vendedor;CL003;Filial SP;10011;Licuadora;Cocina;59,9;142,4;1;;10/11/20 16:51;11/11/20 13:04
123456777;Marcos Coelho;Vendedor;CL003;Filial SP;10019;Sofá;Casa;789,9;1399;1;;27/03/19 15:15;2/04/19 15:51
123456777;Marcos Coelho;Vendedor;CL003;Filial SP;10006;Aspiradora de piso;Casa;88,9;189,9;1;;20/10/19 9:35;20/10/19 15:46
123456777;Marcos Coelho;Vendedor;CL003;Filial SP;10007;Batidora;Cocina;49,9;95,9;1;;11/04/19 11:56;11/04/19 14:50
123456777;Marcos Coelho;Vendedor;CL003;Filial SP;10001;Smartphone;Electrónicos;899,9;1676,9;1;;6/09/19 17:19;7/09/19 16:36
123456777;Marcos Coelho;Vendedor;CL003;Filial SP;10003;Televisor;Electrodomésticos;1400,9;2279,99;1;;23/10/20 14:12;27/10/20 16:05
123456777;Marcos Coelho;Vendedor;CL003;Filial SP;10015;Microondas;Electrodomésticos;189;364,5;1;;5/01/19 12:57;5/01/19 13:28
123456777;Marcos Coelho;Vendedor;CL003;Filial SP;10019;Sofá;Casa;789,9;1399;1;;22/08/20 9:27;27/08/20 16:05
123456777;Marcos Coelho;Vendedor;CL003;Filial SP;10007;Batidora;Cocina;49,9;95,9;1;;31/05/19 10:47;31/05/19 12:11
123456777;Marcos Coelho;Vendedor;CL003;Filial SP;10015;Microondas;Electrodomésticos;189;364,5;1;;11/10/20 13:27;11/10/20 17:11
123456777;Marcos Coelho;Vendedor;CL003;Filial SP;10004;Máquina de lavar ropa;Electrodomésticos;1099;1709,1;1;0,05;6/02/20 17:51;9/02/20 15:23
123456777;Marcos Coelho;Vendedor;CL003;Filial SP;10009;Plancha;Casa;27,9;55,9;1;;1/01/19 9:08;1/01/19 14:07
123456777;Marcos Coelho;Vendedor;CL003;Filial SP;10002;Tablet;Electrónicos;799;1424,91;1;;7/03/20 14:09;7/03/20 16:23
123456777;Marcos Coelho;Vendedor;CL003;Filial SP;10004;Máquina de lavar ropa;Electrodomésticos;1099;1709,1;1;0,05;17/09/20 9:57;23/09/20 11:54
123456777;Marcos Coelho;Vendedor;CL003;Filial SP;10002;Tablet;Electrónicos;799;1424,91;1;;20/10/19 16:06;21/10/19 11:30
123456777;Marcos Coelho;Vendedor;CL003;Filial SP;10016;Guarda Ropa;Casa;489,9;999;1;;27/12/20 9:48;31/12/20 16:44
123456777;Marcos Coelho;Vendedor;CL003;Filial SP;10011;Licuadora;Cocina;59,9;142,4;1;;13/10/19 13:10;14/10/19 9:41
123456777;Marcos Coelho;Vendedor;CL003;Filial SP;10013;Fogón;Electrodomésticos;210,9;404,1;1;;26/06/19 17:49;30/06/19 11:47
123456777;Marcos Coelho;Vendedor;CL003;Filial SP;10017;Cama Box;Casa;1189,9;1899,5;1;;7/11/20 17:20;11/11/20 9:32
123456777;Marcos Coelho;Vendedor;CL003;Filial SP;10011;Licuadora;Cocina;59,9;142,4;1;;17/07/20 15:14;17/07/20 17:00
123456777;Marcos Coelho;Vendedor;CL003;Filial SP;10016;Guarda Ropa;Casa;489,9;999;1;;26/10/20 12:16;30/10/20 11:49
123456777;Marcos Coelho;Vendedor;CL003;Filial SP;10019;Sofá;Casa;789,9;1399;1;;8/04/19 15:58;14/04/19 9:09
123456777;Marcos Coelho;Vendedor;CL003;Filial SP;10008;Cafetera;Cocina;159,9;284,9;1;;30/09/20 9:06;30/09/20 9:42
123456777;Marcos Coelho;Vendedor;CL003;Filial SP;10020;Impresora;Electrónicos;329,9;674,1;1;;23/01/19 14:59;24/01/19 10:13
123456777;Marcos Coelho;Vendedor;CL003;Filial SP;10013;Fogón;Electrodomésticos;210,9;404,1;1;;26/08/19 14:56;30/08/19 14:40
123456777;Marcos Coelho;Vendedor;CL003;Filial SP;10015;Microondas;Electrodomésticos;189;364,5;1;;7/06/19 13:43;7/06/19 17:26
123456777;Marcos Coelho;Vendedor;CL003;Filial SP;10005;Notebook;Electrónicos;2299,9;3199;1;;25/12/20 12:59;25/12/20 13:38
123456777;Marcos Coelho;Vendedor;CL003;Filial SP;10008;Cafetera;Cocina;159,9;284,9;1;;19/09/19 16:21;20/09/19 9:52
123456777;Marcos Coelho;Vendedor;CL003;Filial SP;10013;Fogón;Electrodomésticos;210,9;404,1;1;;1/06/20 16:16;6/06/20 13:42
123456777;Marcos Coelho;Vendedor;CL003;Filial SP;10017;Cama Box;Casa;1189,9;1899,5;1;;13/06/19 14:55;18/06/19 13:54
123456777;Marcos Coelho;Vendedor;CL003;Filial SP;10009;Plancha;Casa;27,9;55,9;1;;14/12/20 10:29;15/12/20 9:40
123456777;Marcos Coelho;Vendedor;CL003;Filial SP;10007;Batidora;Cocina;49,9;95,9;1;;7/05/20 12:07;7/05/20 12:13
123456777;Marcos Coelho;Vendedor;CL003;Filial SP;10019;Sofá;Casa;789,9;1399;1;;8/12/20 11:40;14/12/20 15:57
123456777;Marcos Coelho;Vendedor;CL003;Filial SP;10020;Impresora;Electrónicos;329,9;674,1;1;;15/12/19 14:57;16/12/19 12:53
123456777;Marcos Coelho;Vendedor;CL003;Filial SP;10006;Aspiradora de piso;Casa;88,9;189,9;1;;27/02/19 17:52;28/02/19 16:23
123456777;Marcos Coelho;Vendedor;CL003;Filial SP;10008;Cafetera;Cocina;159,9;284,9;1;;5/05/19 15:24;6/05/19 11:39
123456777;Marcos Coelho;Vendedor;CL003;Filial SP;10001;Smartphone;Electrónicos;899,9;1676,9;1;;23/10/20 14:51;23/10/20 15:10
123456777;Marcos Coelho;Vendedor;CL003;Filial SP;10006;Aspiradora de piso;Casa;88,9;189,9;1;;4/11/19 10:28;5/11/19 9:29
123456777;Marcos Coelho;Vendedor;CL003;Filial SP;10013;Fogón;Electrodomésticos;210,9;404,1;1;;16/01/19 10:08;23/01/19 9:06
